x,y,velocity_x,velocity_y,pressure,strain_trace,stress_xx,stress_xy,stress_yy,von_mises_stress
-1.3,-0.05,-2.05884e-08,-1.38194e-08,15682.6,-5.65924e-06,-15647.2,-82.7245,-15755.6,180.392
-1.25,-0.05,-2.74366e-08,-1.72235e-08,23237,-7.06331e-06,-23193.1,-110.119,-23328,234.569
-1.2,-0.05,-3.64237e-08,-2.11475e-08,34402.5,-8.68742e-06,-34348.7,-146.005,-34514.2,303.374
-1.15,-0.05,-4.81171e-08,-2.54233e-08,50895.1,-1.04666e-05,-50830.7,-192.591,-51029.3,389.641
-1.1,-0.05,-6.31709e-08,-2.96225e-08,75243.3,-1.22318e-05,-75168.6,-252.393,-75399.5,496.06
-1.05,-0.05,-8.23063e-08,-3.28503e-08,111171,-1.36269e-05,-111089,-328.128,-111344,624.864
-1,-0.05,-1.06275e-07,-3.34082e-08,164163,-1.39738e-05,-164080,-422.53,-164338,777.864
-0.95,-0.05,-1.35821e-07,-2.82609e-08,242291,-1.20597e-05,-242224,-538.138,-242439,958.123
-0.9,-0.05,-1.71671e-07,-1.22244e-08,357441,-5.81333e-06,-357418,-677.185,-357502,1176.65
-0.85,-0.05,-2.14647e-07,2.32179e-08,527097,8.16363e-06,-527170,-841.954,-526969,1470.93
-0.8,-0.05,-2.66083e-07,9.15454e-08,776988,3.52396e-05,-777245,-1036.33,-776495,1941.26
-0.75,-0.05,-3.2887e-07,2.13268e-07,1.14495e+06,8.35618e-05,-1.14554e+06,-1269.85,-1.14381e+06,2788.74
-0.7,-0.05,-4.09666e-07,4.18219e-07,1.68661e+06,0.000164943,-1.68775e+06,-1566.58,-1.68438e+06,4316.69
-0.65,-0.05,-5.23022e-07,7.47464e-07,2.48372e+06,0.000295577,-2.48575e+06,-1981.66,-2.47972e+06,6910.93
-0.6,-0.05,-6.98301e-07,1.25352e-06,3.65625e+06,0.000496064,-3.65965e+06,-2629.51,-3.64954e+06,11044.5
-0.55,-0.05,-9.899e-07,1.99663e-06,5.38003e+06,0.000789866,-5.38545e+06,-3725.64,-5.36934e+06,17285.1
-0.5,-0.05,-1.48997e-06,3.03385e-06,7.9119e+06,0.00119893,-7.92016e+06,-5639.11,-7.89564e+06,26268.1
-0.45,-0.05,-2.33949e-06,4.39768e-06,1.16249e+07,0.00173527,-1.16369e+07,-8938.66,-1.16013e+07,38618.1
-0.4,-0.05,-3.72743e-06,6.0638e-06,1.70551e+07,0.00238849,-1.70717e+07,-14390.3,-1.70225e+07,54823.3
-0.35,-0.05,-5.86046e-06,7.91887e-06,2.49587e+07,0.00311361,-2.49805e+07,-22832.1,-2.49162e+07,75084.4
-0.3,-0.05,-8.88557e-06,9.7656e-06,3.63705e+07,0.00383381,-3.63975e+07,-34848.2,-3.6318e+07,99232.4
-0.25,-0.05,-1.27912e-05,1.1456e-05,5.26475e+07,0.00449187,-5.26792e+07,-50328.5,-5.25859e+07,127056
-0.2,-0.05,-1.75056e-05,1.33289e-05,7.55313e+07,0.00520737,-7.55684e+07,-68709.8,-7.54595e+07,160499
-0.15,-0.05,-2.45328e-05,1.77553e-05,1.07611e+08,0.00655676,-1.07665e+08,-92338.6,-1.07513e+08,217227
-0.1,-0.05,-6.94631e-05,5.95852e-05,1.549e+08,0.00878295,-1.55246e+08,-126360,-1.54496e+08,691302
-0.05,-0.05,-0.00146129,0.00144835,2.34935e+08,-0.0346494,-2.46425e+08,298281,-2.23676e+08,1.97103e+07
0,-0.05,-0.0586722,0.0586722,4.07742e+08,-2.28008,-4.15342e+08,2.2801e+07,-4.15342e+08,4.56019e+07
0.05,-0.05,-0.0586722,0.0586722,4.07742e+08,-2.28008,-4.15342e+08,2.2801e+07,-4.15342e+08,4.56019e+07
0.1,-0.05,0,0,0,0,0,0,0,0
0.15,-0.05,0,0,0,0,0,0,0,0
0.2,-0.05,0,0,0,0,0,0,0,0
0.25,-0.05,0,0,0,0,0,0,0,0
0.3,-0.05,0,0,0,0,0,0,0,0
0.35,-0.05,0,0,0,0,0,0,0,0
0.4,-0.05,0,0,0,0,0,0,0,0
0.45,-0.05,0,0,0,0,0,0,0,0
0.5,-0.05,0,0,0,0,0,0,0,0
0.55,-0.05,0,0,0,0,0,0,0,0
0.6,-0.05,0,0,0,0,0,0,0,0
0.65,-0.05,0,0,0,0,0,0,0,0
0.7,-0.05,0,0,0,0,0,0,0,0
0.75,-0.05,0,0,0,0,0,0,0,0
0.8,-0.05,0,0,0,0,0,0,0,0
0.85,-0.05,0,0,0,0,0,0,0,0
0.9,-0.05,0,0,0,0,0,0,0,0
0.95,-0.05,0,0,0,0,0,0,0,0
1,-0.05,0,0,0,0,0,0,0,0
1.05,-0.05,0,0,0,0,0,0,0,0
1.1,-0.05,0,0,0,0,0,0,0,0
1.15,-0.05,0,0,0,0,0,0,0,0
1.2,-0.05,0,0,0,0,0,0,0,0
1.25,-0.05,0,0,0,0,0,0,0,0
1.3,-0.05,0,0,0,0,0,0,0,0
1.35,-0.05,0,0,0,0,0,0,0,0
1.4,-0.05,0,0,0,0,0,0,0,0
1.45,-0.05,0,0,0,0,0,0,0,0
1.5,-0.05,0,0,0,0,0,0,0,0
1.55,-0.05,0,0,0,0,0,0,0,0
1.6,-0.05,0,0,0,0,0,0,0,0
1.65,-0.05,0,0,0,0,0,0,0,0
1.7,-0.05,0,0,0,0,0,0,0,0
1.75,-0.05,0,0,0,0,0,0,0,0
1.8,-0.05,0,0,0,0,0,0,0,0
1.85,-0.05,0,0,0,0,0,0,0,0
1.9,-0.05,0,0,0,0,0,0,0,0
1.95,-0.05,0,0,0,0,0,0,0,0
2,-0.05,0,0,0,0,0,0,0,0
2.05,-0.05,0,0,0,0,0,0,0,0
2.1,-0.05,0,0,0,0,0,0,0,0
2.15,-0.05,0,0,0,0,0,0,0,0
2.2,-0.05,0,0,0,0,0,0,0,0
2.25,-0.05,0,0,0,0,0,0,0,0
2.3,-0.05,0,0,0,0,0,0,0,0
2.35,-0.05,0,0,0,0,0,0,0,0
2.4,-0.05,0,0,0,0,0,0,0,0
2.45,-0.05,0,0,0,0,0,0,0,0
2.5,-0.05,0,0,0,0,0,0,0,0
2.55,-0.05,0,0,0,0,0,0,0,0
2.6,-0.05,0,0,0,0,0,0,0,0
2.65,-0.05,0,0,0,0,0,0,0,0
2.7,-0.05,0,0,0,0,0,0,0,0
2.75,-0.05,0,0,0,0,0,0,0,0
2.8,-0.05,0,0,0,0,0,0,0,0
2.85,-0.05,0,0,0,0,0,0,0,0
2.9,-0.05,0,0,0,0,0,0,0,0
2.95,-0.05,0,0,0,0,0,0,0,0
3,-0.05,0,0,0,0,0,0,0,0
3.05,-0.05,0,0,0,0,0,0,0,0
3.1,-0.05,0,0,0,0,0,0,0,0
3.15,-0.05,0,0,0,0,0,0,0,0
3.2,-0.05,0,0,0,0,0,0,0,0
3.25,-0.05,0,0,0,0,0,0,0,0
3.3,-0.05,0,0,0,0,0,0,0,0
3.35,-0.05,0,0,0,0,0,0,0,0
3.4,-0.05,0,0,0,0,0,0,0,0
3.45,-0.05,0,0,0,0,0,0,0,0
3.5,-0.05,0,0,0,0,0,0,0,0
3.55,-0.05,0,0,0,0,0,0,0,0
3.6,-0.05,0,0,0,0,0,0,0,0
3.65,-0.05,0,0,0,0,0,0,0,0
3.7,-0.05,0,0,0,0,0,0,0,0
3.75,-0.05,0,0,0,0,0,0,0,0
3.8,-0.05,0,0,0,0,0,0,0,0
3.85,-0.05,0,0,0,0,0,0,0,0
3.9,-0.05,0,0,0,0,0,0,0,0
3.95,-0.05,0,0,0,0,0,0,0,0
4,-0.05,0,0,0,0,0,0,0,0
4.05,-0.05,0,0,0,0,0,0,0,0
4.1,-0.05,0,0,0,0,0,0,0,0
4.15,-0.05,0,0,0,0,0,0,0,0
4.2,-0.05,0,0,0,0,0,0,0,0
4.25,-0.05,0,0,0,0,0,0,0,0
4.3,-0.05,0,0,0,0,0,0,0,0
4.35,-0.05,0,0,0,0,0,0,0,0
4.4,-0.05,0,0,0,0,0,0,0,0
4.45,-0.05,0,0,0,0,0,0,0,0
4.5,-0.05,0,0,0,0,0,0,0,0
4.55,-0.05,0,0,0,0,0,0,0,0
4.6,-0.05,0,0,0,0,0,0,0,0
4.65,-0.05,0,0,0,0,0,0,0,0
4.7,-0.05,0,0,0,0,0,0,0,0
4.75,-0.05,0,0,0,0,0,0,0,0
4.8,-0.05,0,0,0,0,0,0,0,0
4.85,-0.05,0,0,0,0,0,0,0,0
4.9,-0.05,0,0,0,0,0,0,0,0
4.95,-0.05,0,0,0,0,0,0,0,0
5,-0.05,0,0,0,0,0,0,0,0
-5,0,-7.34204e-24,5.92901e-23,1.84907e-09,1.84095e-20,-1.84926e-09,-5.08726e-14,-1.84877e-09,4.72998e-13
-4.95,0,-3.18639e-22,6.36585e-23,2.20633e-09,1.64651e-20,-2.20657e-09,-1.27462e-12,-2.20599e-09,2.27105e-12
-4.9,0,-6.46296e-22,6.89719e-23,2.98639e-09,1.50648e-20,-2.98667e-09,-2.58535e-12,-2.98601e-09,4.51699e-12
-4.85,0,-1.21959e-21,6.55096e-23,4.33168e-09,5.03587e-21,-4.33203e-09,-4.88265e-12,-4.33129e-09,8.48168e-12
-4.8,0,-2.25575e-21,3.02491e-23,6.48613e-09,-2.46232e-20,-6.48655e-09,-9.03906e-12,-6.48588e-09,1.56689e-11
-4.75,0,-4.13532e-21,-8.77638e-23,9.837e-09,-9.93794e-20,-9.83739e-09,-1.65855e-11,-9.83727e-09,2.87444e-11
-4.7,0,-7.53959e-21,-3.96568e-22,1.49806e-08,-2.71503e-19,-1.49807e-08,-3.02646e-11,-1.49824e-08,5.25086e-11
-4.65,0,-1.36858e-20,-1.11808e-21,2.28229e-08,-6.45654e-19,-2.28221e-08,-5.49795e-11,-2.28281e-08,9.55888e-11
-4.6,0,-2.47395e-20,-2.69692e-21,3.473e-08,-1.42746e-18,-3.47267e-08,-9.94591e-11,-3.47429e-08,1.73428e-10
-4.55,0,-4.45358e-20,-6.00613e-21,5.27535e-08,-3.01448e-18,-5.27445e-08,-1.7917e-10,-5.27827e-08,3.13547e-10
-4.5,0,-7.98324e-20,-1.27314e-20,7.99649e-08,-6.16483e-18,-7.99434e-08,-3.2138e-10,-8.00275e-08,5.64767e-10
-4.45,0,-1.42477e-19,-2.6081e-20,1.20951e-07,-1.23064e-17,-1.20903e-07,-5.73918e-10,-1.2108e-07,1.01328e-09
-4.4,0,-2.53132e-19,-5.20833e-20,1.82546e-07,-2.40992e-17,-1.82447e-07,-1.02024e-09,-1.82806e-07,1.8105e-09
-4.35,0,-4.47639e-19,-1.01937e-19,2.74915e-07,-4.64476e-17,-2.74712e-07,-1.8052e-09,-2.75427e-07,3.2211e-09
-4.3,0,-7.87838e-19,-1.96228e-19,4.13143e-07,-8.83081e-17,-4.1274e-07,-3.17878e-09,-4.14134e-07,5.70524e-09
-4.25,0,-1.37981e-18,-3.72424e-19,6.19586e-07,-1.6589e-16,-6.18803e-07,-5.57007e-09,-6.21474e-07,1.00588e-08
-4.2,0,-2.40454e-18,-6.98091e-19,9.27318e-07,-3.08277e-16,-9.25821e-07,-9.71132e-09,-9.30871e-07,1.7651e-08
-4.15,0,-4.16892e-18,-1.29399e-18,1.38521e-06,-5.67211e-16,-1.38239e-06,-1.68449e-08,-1.39182e-06,3.08239e-08
-4.1,0,-7.1904e-18,-2.37411e-18,2.06538e-06,-1.034e-15,-2.06012e-06,-2.90661e-08,-2.07753e-06,5.35616e-08
-4.05,0,-1.23361e-17,-4.31447e-18,3.07417e-06,-1.86851e-15,-3.06449e-06,-4.98877e-08,-3.09631e-06,9.26022e-08
-4,0,-2.10504e-17,-7.77045e-18,4.56828e-06,-3.3484e-15,-4.55063e-06,-8.51628e-08,-4.60824e-06,1.59276e-07
-3.95,0,-3.57242e-17,-1.38752e-17,6.7785e-06,-5.95226e-15,-6.74666e-06,-1.44583e-07,-6.85001e-06,2.72519e-07
-3.9,0,-6.02904e-17,-2.45724e-17,1.00448e-05,-1.04986e-14,-9.98789e-06,-2.44098e-07,-1.01717e-05,4.63797e-07
-3.85,0,-1.01177e-16,-4.31699e-17,1.4868e-05,-1.83767e-14,-1.47672e-05,-4.09782e-07,-1.50913e-05,7.85063e-07
-3.8,0,-1.68824e-16,-7.52538e-17,2.19866e-05,-3.19269e-14,-2.18095e-05,-6.83995e-07,-2.23765e-05,1.32158e-06
-3.75,0,-2.80075e-16,-1.30184e-16,3.24903e-05,-5.50613e-14,-3.21819e-05,-1.1351e-06,-3.31659e-05,2.2124e-06
-3.7,0,-4.61925e-16,-2.23524e-16,4.79898e-05,-9.42706e-14,-4.74568e-05,-1.8727e-06,-4.91513e-05,3.68282e-06
-3.65,0,-7.57356e-16,-3.80951e-16,7.08695e-05,-1.60242e-13,-6.99557e-05,-3.07133e-06,-7.28516e-05,6.09561e-06
-3.6,0,-1.23434e-15,-6.44506e-16,0.000104667,-2.7044e-13,-0.000103113,-5.00708e-06,-0.000108024,1.0031e-05
-3.55,0,-1.99963e-15,-1.08249e-15,0.000154644,-4.53186e-13,-0.00015202,-8.11372e-06,-0.000160289,1.64111e-05
-3.5,0,-3.21978e-15,-1.80502e-15,0.000228646,-7.54062e-13,-0.00022425,-1.3068e-05,-0.00023807,2.66913e-05
-3.45,0,-5.1528e-15,-2.98824e-15,0.000338409,-1.24587e-12,-0.000331098,-2.09187e-05,-0.000354025,4.31535e-05
-3.4,0,-8.19563e-15,-4.91177e-15,0.000501533,-2.04399e-12,-0.000489467,-3.32794e-05,-0.000527226,6.93517e-05
-3.35,0,-1.29547e-14,-8.01603e-15,0.000744508,-3.32992e-12,-0.000724739,-5.26159e-05,-0.000786476,0.000110782
-3.3,0,-2.03501e-14,-1.29893e-14,0.00110731,-5.3869e-12,-0.00107516,-8.26696e-05,-0.00117537,0.000175888
-3.25,0,-3.17678e-14,-2.0899e-14,0.00165045,-8.65362e-12,-0.00159855,-0.000129078,-0.00176005,0.000277549
-3.2,0,-4.92812e-14,-3.33874e-14,0.0024658,-1.38042e-11,-0.00238261,-0.000200273,-0.00264101,0.000435273
-3.15,0,-7.59702e-14,-5.29614e-14,0.00369311,-2.18666e-11,-0.00356075,-0.000308785,-0.00397125,0.000678408
-3.1,0,-1.16378e-13,-8.34183e-14,0.00554555,-3.43961e-11,-0.00533648,-0.000473094,-0.00598393,0.00105079
-3.05,0,-1.77158e-13,-1.30464e-13,0.00834875,-5.37277e-11,-0.00802089,-0.000720272,-0.0090348,0.00161742
-3,0,-2.67991e-13,-2.02608e-13,0.0126009,-8.33392e-11,-0.0120905,-0.0010897,-0.013667,0.00247404
-2.95,0,-4.02862e-13,-3.12433e-13,0.0190652,-1.28371e-10,-0.0182761,-0.00163827,-0.02071,0.00376065
-2.9,0,-6.01838e-13,-4.7841e-13,0.0289108,-1.96359e-10,-0.0276999,-0.00244763,-0.0314308,0.00568051
-2.85,0,-8.93526e-13,-7.27434e-13,0.0439306,-2.98273e-10,-0.0420855,-0.00363413,-0.0477643,0.00852667
-2.8,0,-1.31844e-12,-1.09836e-12,0.0668727,-4.49943e-10,-0.0640811,-0.00536256,-0.072664,0.0127187
-2.75,0,-1.93358e-12,-1.64688e-12,0.101948,-6.7405e-10,-0.0977542,-0.00786477,-0.110635,0.018853
-2.7,0,-2.8187e-12,-2.45221e-12,0.155604,-1.00283e-09,-0.149348,-0.011465,-0.168545,0.0277718
-2.65,0,-4.08466e-12,-3.62616e-12,0.237704,-1.48177e-09,-0.228438,-0.0166138,-0.256847,0.0406562
-2.6,0,-5.88475e-12,-5.3253e-12,0.363319,-2.17452e-09,-0.349691,-0.0239344,-0.391443,0.0591512
-2.55,0,-8.42981e-12,-7.76726e-12,0.555444,-3.16953e-09,-0.535539,-0.0342833,-0.59648,0.0855335
-2.5,0,-1.20084e-11,-1.12523e-11,0.849117,-4.58878e-09,-0.820242,-0.0488322,-0.908584,0.122934
-2.45,0,-1.70135e-11,-1.61915e-11,1.29763,-6.59926e-09,-1.25603,-0.0691773,-1.38323,0.17563
-2.4,0,-2.39787e-11,-2.3144e-11,1.9819,-9.42799e-09,-1.92237,-0.097483,-2.10428,0.249434
-2.35,0,-3.36251e-11,-3.28643e-11,3.02458,-1.33814e-08,-2.93996,-0.136674,-3.19841,0.352197
-2.3,0,-4.69248e-11,-4.63643e-11,4.61124,-1.88703e-08,-4.49175,-0.190692,-4.85653,0.494467
-2.25,0,-6.51846e-11,-6.49917e-11,7.02212,-2.64419e-08,-6.85449,-0.264831,-7.36603,0.690349
-2.2,0,-9.01584e-11,-9.05302e-11,10.6797,-3.68208e-08,-10.446,-0.366192,-11.1588,0.958614
-2.15,0,-1.24196e-10,-1.25326e-10,16.2195,-5.09601e-08,-15.8958,-0.504283,-16.8829,1.32414
-2.1,0,-1.70444e-10,-1.72449e-10,24.5964,-7.01072e-08,-24.1508,-0.691827,-25.5094,1.8198
-2.05,0,-2.33113e-10,-2.35891e-10,37.242,-9.58855e-08,-36.6322,-0.945839,-38.491,2.48887
-2,0,-3.17839e-10,-3.20819e-10,56.2994,-1.30397e-07,-55.4699,-1.28907,-57.9982,3.38818
-1.95,0,-4.32168e-10,-4.33889e-10,84.9717,-1.76353e-07,-83.8497,-1.75198,-87.2694,4.59229
-1.9,0,-5.86213e-10,-5.83633e-10,128.039,-2.3723e-07,-126.53,-2.37532,-131.13,6.19877
-1.85,0,-7.93532e-10,-7.80947e-10,192.626,-3.17474e-07,-190.607,-3.21373,-196.762,8.33525
-1.8,0,-1.07232e-09,-1.03968e-09,289.335,-4.22741e-07,-286.647,-4.34044,-294.84,11.1686
-1.75,0,-1.44701e-09,-1.37734e-09,433.924,-5.60196e-07,-430.365,-5.85371,-441.217,14.917
-1.7,0,-1.95041e-09,-1.81598e-09,649.792,-7.38874e-07,-645.102,-7.88539,-659.408,19.8651
-1.65,0,-2.62654e-09,-2.38317e-09,971.641,-9.70091e-07,-965.491,-10.6122,-984.259,26.3847
-1.6,0,-3.53441e-09,-3.11312e-09,1450.89,-1.26791e-06,-1442.86,-14.2709,-1467.37,34.9601
-1.55,0,-4.75292e-09,-4.04774e-09,2163.66,-1.64962e-06,-2153.23,-19.1776,-2185.08,46.2207
-1.5,0,-6.38714e-09,-5.23761e-09,3222.53,-2.13611e-06,-3209.05,-25.7528,-3250.24,60.98
-1.45,0,-8.57621e-09,-6.74211e-09,4793.93,-2.75202e-06,-4776.61,-34.5525,-4829.6,80.2824
-1.4,0,-1.1503e-08,-8.62825e-09,7123.69,-3.52526e-06,-7101.55,-46.3061,-7169.33,105.453
-1.35,0,-1.54054e-08,-1.09662e-08,10574.7,-4.48532e-06,-10546.6,-61.9599,-10632.7,138.149
-1.3,0,-2.05884e-08,-1.38194e-08,15682.6,-5.65924e-06,-15647.2,-82.7245,-15755.6,180.392
-1.25,0,-2.74366e-08,-1.72235e-08,23237,-7.06331e-06,-23193.1,-110.119,-23328,234.569
-1.2,0,-3.64237e-08,-2.11475e-08,34402.5,-8.68742e-06,-34348.7,-146.005,-34514.2,303.374
-1.15,0,-4.81171e-08,-2.54233e-08,50895.1,-1.04666e-05,-50830.7,-192.591,-51029.3,389.641
-1.1,0,-6.31709e-08,-2.96225e-08,75243.3,-1.22318e-05,-75168.6,-252.393,-75399.5,496.06
-1.05,0,-8.23063e-08,-3.28503e-08,111171,-1.36269e-05,-111089,-328.128,-111344,624.864
-1,0,-1.06275e-07,-3.34082e-08,164163,-1.39738e-05,-164080,-422.53,-164338,777.864
-0.95,0,-1.35821e-07,-2.82609e-08,242291,-1.20597e-05,-242224,-538.138,-242439,958.123
-0.9,0,-1.71671e-07,-1.22244e-08,357441,-5.81333e-06,-357418,-677.185,-357502,1176.65
-0.85,0,-2.14647e-07,2.32179e-08,527097,8.16363e-06,-527170,-841.954,-526969,1470.93
-0.8,0,-2.66083e-07,9.15454e-08,776988,3.52396e-05,-777245,-1036.33,-776495,1941.26
-0.75,0,-3.2887e-07,2.13268e-07,1.14495e+06,8.35618e-05,-1.14554e+06,-1269.85,-1.14381e+06,2788.74
-0.7,0,-4.09666e-07,4.18219e-07,1.68661e+06,0.000164943,-1.68775e+06,-1566.58,-1.68438e+06,4316.69
-0.65,0,-5.23022e-07,7.47464e-07,2.48372e+06,0.000295577,-2.48575e+06,-1981.66,-2.47972e+06,6910.93
-0.6,0,-6.98301e-07,1.25352e-06,3.65625e+06,0.000496064,-3.65965e+06,-2629.51,-3.64954e+06,11044.5
-0.55,0,-9.899e-07,1.99663e-06,5.38003e+06,0.000789866,-5.38545e+06,-3725.64,-5.36934e+06,17285.1
-0.5,0,-1.48997e-06,3.03385e-06,7.9119e+06,0.00119893,-7.92016e+06,-5639.11,-7.89564e+06,26268.1
-0.45,0,-2.33949e-06,4.39768e-06,1.16249e+07,0.00173527,-1.16369e+07,-8938.66,-1.16013e+07,38618.1
-0.4,0,-3.72743e-06,6.0638e-06,1.70551e+07,0.00238849,-1.70717e+07,-14390.3,-1.70225e+07,54823.3
-0.35,0,-5.86046e-06,7.91887e-06,2.49587e+07,0.00311361,-2.49805e+07,-22832.1,-2.49162e+07,75084.4
-0.3,0,-8.88557e-06,9.7656e-06,3.63705e+07,0.00383381,-3.63975e+07,-34848.2,-3.6318e+07,99232.4
-0.25,0,-1.27912e-05,1.1456e-05,5.26475e+07,0.00449187,-5.26792e+07,-50328.5,-5.25859e+07,127056
-0.2,0,-1.75056e-05,1.33289e-05,7.55313e+07,0.00520737,-7.55684e+07,-68709.8,-7.54595e+07,160499
-0.15,0,-2.45328e-05,1.77553e-05,1.07611e+08,0.00655676,-1.07665e+08,-92338.6,-1.07513e+08,217227
-0.1,0,-6.94631e-05,5.95852e-05,1.549e+08,0.00878295,-1.55246e+08,-126360,-1.54496e+08,691302
-0.05,0,-0.00146129,0.00144835,2.34935e+08,-0.0346494,-2.46425e+08,298281,-2.23676e+08,1.97103e+07
0,0,-0.0586722,0.0586722,4.07742e+08,-2.28008,-4.15342e+08,2.2801e+07,-4.15342e+08,4.56019e+07
0.05,0,-0.0586722,0.0586722,4.07742e+08,-2.28008,-4.15342e+08,2.2801e+07,-4.15342e+08,4.56019e+07
0.1,0,0,0,0,0,0,0,0,0
0.15,0,0,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0,0,0
0.35,0,0,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,0,0
0.45,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0
0.55,0,0,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0,0,0
0.65,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0
0.85,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0
0.95,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1.05,0,0,0,0,0,0,0,0,0
1.1,0,0,0,0,0,0,0,0,0
1.15,0,0,0,0,0,0,0,0,0
1.2,0,0,0,0,0,0,0,0,0
1.25,0,0,0,0,0,0,0,0,0
1.3,0,0,0,0,0,0,0,0,0
1.35,0,0,0,0,0,0,0,0,0
1.4,0,0,0,0,0,0,0,0,0
1.45,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0
1.55,0,0,0,0,0,0,0,0,0
1.6,0,0,0,0,0,0,0,0,0
1.65,0,0,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0,0,0
1.75,0,0,0,0,0,0,0,0,0
1.8,0,0,0,0,0,0,0,0,0
1.85,0,0,0,0,0,0,0,0,0
1.9,0,0,0,0,0,0,0,0,0
1.95,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
2.05,0,0,0,0,0,0,0,0,0
2.1,0,0,0,0,0,0,0,0,0
2.15,0,0,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0,0,0
2.35,0,0,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0,0,0
2.45,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0
2.55,0,0,0,0,0,0,0,0,0
2.6,0,0,0,0,0,0,0,0,0
2.65,0,0,0,0,0,0,0,0,0
2.7,0,0,0,0,0,0,0,0,0
2.75,0,0,0,0,0,0,0,0,0
2.8,0,0,0,0,0,0,0,0,0
2.85,0,0,0,0,0,0,0,0,0
2.9,0,0,0,0,0,0,0,0,0
2.95,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
3.05,0,0,0,0,0,0,0,0,0
3.1,0,0,0,0,0,0,0,0,0
3.15,0,0,0,0,0,0,0,0,0
3.2,0,0,0,0,0,0,0,0,0
3.25,0,0,0,0,0,0,0,0,0
3.3,0,0,0,0,0,0,0,0,0
3.35,0,0,0,0,0,0,0,0,0
3.4,0,0,0,0,0,0,0,0,0
3.45,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0
3.55,0,0,0,0,0,0,0,0,0
3.6,0,0,0,0,0,0,0,0,0
3.65,0,0,0,0,0,0,0,0,0
3.7,0,0,0,0,0,0,0,0,0
3.75,0,0,0,0,0,0,0,0,0
3.8,0,0,0,0,0,0,0,0,0
3.85,0,0,0,0,0,0,0,0,0
3.9,0,0,0,0,0,0,0,0,0
3.95,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
4.05,0,0,0,0,0,0,0,0,0
4.1,0,0,0,0,0,0,0,0,0
4.15,0,0,0,0,0,0,0,0,0
4.2,0,0,0,0,0,0,0,0,0
4.25,0,0,0,0,0,0,0,0,0
4.3,0,0,0,0,0,0,0,0,0
4.35,0,0,0,0,0,0,0,0,0
4.4,0,0,0,0,0,0,0,0,0
4.45,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0
4.55,0,0,0,0,0,0,0,0,0
4.6,0,0,0,0,0,0,0,0,0
4.65,0,0,0,0,0,0,0,0,0
4.7,0,0,0,0,0,0,0,0,0
4.75,0,0,0,0,0,0,0,0,0
4.8,0,0,0,0,0,0,0,0,0
4.85,0,0,0,0,0,0,0,0,0
4.9,0,0,0,0,0,0,0,0,0
4.95,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
-5,0.05,-2.45802e-21,-1.0581e-21,1.78668e-09,-6.37359e-20,-1.78712e-09,-5.70184e-13,-1.78666e-09,1.24164e-12
-4.95,0.05,-6.79996e-21,-1.40243e-21,2.12788e-09,-1.37875e-19,-2.12919e-09,-1.22683e-12,-2.12748e-09,2.93109e-12
-4.9,0.05,-1.36091e-20,-2.24177e-21,2.87213e-09,-2.29447e-19,-2.87437e-09,-2.41529e-12,-2.87142e-09,5.41324e-12
-4.85,0.05,-2.56534e-20,-3.95144e-21,4.15377e-09,-4.08504e-19,-4.15782e-09,-4.5772e-12,-4.15245e-09,1.00566e-11
-4.8,0.05,-4.74493e-20,-7.30855e-21,6.2025e-09,-7.40153e-19,-6.20984e-09,-8.53849e-12,-6.2001e-09,1.85641e-11
-4.75,0.05,-8.70065e-20,-1.38503e-20,9.38237e-09,-1.34773e-18,-9.39563e-09,-1.58067e-11,-9.37809e-09,3.40848e-11
-4.7,0.05,-1.58671e-19,-2.65675e-20,1.42529e-08,-2.45616e-18,-1.42768e-08,-2.91217e-11,-1.42455e-08,6.23095e-11
-4.65,0.05,-2.88075e-19,-5.12239e-20,2.16624e-08,-4.47184e-18,-2.1705e-08,-5.34399e-11,-2.16496e-08,1.13452e-10
